Date,Customer_ID,Customer_Segment,Region,City,Category,Product,Price,Quantity,Total_Amount,Discount_Rate,Discount_Amount,Final_Amount,Sales_Channel,Payment_Method,Year,Month,Quarter
2024-08-05,CUST_4402,Premium,North America,Chicago,Electronics,Smartphone,2821.09,1,2821.09,0.0,0.0,3103.2,Mobile App,Debit Card,2024,8,3
2023-05-27,CUST_8314,Budget,Europe,Madrid,Electronics,Headphones,775.35,9,6978.16,0.1,697.82,6280.34,Phone,Debit Card,2023,5,2
2023-03-17,CUST_2796,VIP,North America,Los Angeles,Clothing,Jeans,370.83,5,1854.13,0.15,278.12,1576.01,In-Store,Digital Wallet,2023,3,1
2023-12-11,CUST_5715,VIP,Asia,Seoul,Sports,Gym Equipment,420.7,1,420.7,0.05,21.03,519.56,In-Store,Credit Card,2023,12,4
2022-07-03,CUST_2455,VIP,Europe,London,Automotive,Accessories,1741.47,3,5224.42,0.15,783.66,4884.84,Online,Credit Card,2022,7,3
2023-07-20,CUST_5112,Regular,Australia,Brisbane,Books,Non-Fiction,25.69,6,154.15,0.1,15.42,152.61,In-Store,Debit Card,2023,7,3
2024-05-06,CUST_3461,Premium,Europe,Paris,Clothing,Dress,200.52,4,802.06,0.1,80.21,721.86,In-Store,Digital Wallet,2024,5,2
2024-03-26,CUST_8307,Premium,Europe,Madrid,Sports,Yoga Mat,388.11,5,1940.54,0.1,194.05,1746.48,Mobile App,Digital Wallet,2024,3,1
2022-08-06,CUST_1714,Budget,Europe,Paris,Electronics,Camera,414.74,3,1244.22,0.1,124.42,1231.78,Online,Credit Card,2022,8,3
2024-05-16,CUST_8306,VIP,Asia,Bangkok,Sports,Tennis Racket,408.51,4,1634.04,0.15,245.11,1388.93,Mobile App,Cash,2024,5,2
2024-04-04,CUST_8577,VIP,Australia,Sydney,Beauty,Bath Products,74.74,3,224.22,0.15,33.63,190.58,Online,Debit Card,2024,4,2
2023-08-16,CUST_6795,Regular,Europe,Paris,Books,Cookbook,38.47,8,307.76,0.1,30.78,304.68,Phone,Bank Transfer,2023,8,3
2023-08-07,CUST_6121,Regular,Asia,Hong Kong,Clothing,Dress,79.92,8,639.37,0.1,63.94,632.98,Phone,Debit Card,2023,8,3
2023-10-05,CUST_6881,VIP,Asia,Tokyo,Clothing,Jacket,182.52,4,730.07,0.15,109.51,620.56,Mobile App,Bank Transfer,2023,10,4
2024-04-16,CUST_6157,Regular,North America,New York,Beauty,Perfume,110.22,8,881.77,0.1,88.18,793.59,In-Store,Debit Card,2024,4,2
2024-03-20,CUST_4014,Premium,Asia,Singapore,Books,Biography,15.52,2,31.04,0.0,0.0,31.04,In-Store,Cash,2024,3,1
2022-07-09,CUST_8424,Budget,Asia,Hong Kong,Books,Educational,30.5,6,182.98,0.1,18.3,181.15,In-Store,Debit Card,2022,7,3
2024-09-19,CUST_6028,Premium,North America,Chicago,Automotive,Maintenance,534.4,4,2137.6,0.1,213.76,1923.84,In-Store,Credit Card,2024,9,3
2023-01-14,CUST_3338,VIP,North America,Los Angeles,Toys,Board Games,64.84,5,324.2,0.15,48.63,275.57,Online,Credit Card,2023,1,1
2023-02-15,CUST_1539,Regular,Asia,Singapore,Beauty,Makeup,37.44,6,224.62,0.1,22.46,202.16,Online,Cash,2023,2,1
2024-03-18,CUST_6380,VIP,Asia,Tokyo,Home & Garden,Decor,824.73,5,4123.67,0.15,618.55,3505.12,In-Store,Bank Transfer,2024,3,1
2022-04-22,CUST_1393,VIP,Europe,Berlin,Toys,Outdoor Toys,104.46,5,522.3,0.15,78.34,443.95,Online,Digital Wallet,2022,4,2
2024-11-01,CUST_6056,VIP,Asia,Hong Kong,Home & Garden,Garden Tools,982.49,4,3929.95,0.15,589.49,4342.6,In-Store,Digital Wallet,2024,11,4
2022-01-10,CUST_1268,Regular,Australia,Adelaide,Books,Non-Fiction,45.15,6,270.91,0.1,27.09,243.82,Mobile App,Cash,2022,1,1
2023-01-06,CUST_7231,VIP,Europe,Rome,Beauty,Perfume,244.04,4,976.18,0.15,146.43,829.75,In-Store,Debit Card,2023,1,1
2022-10-20,CUST_7764,Regular,Europe,Madrid,Beauty,Perfume,100.32,6,601.93,0.1,60.19,541.73,In-Store,Digital Wallet,2022,10,4
2022-04-23,CUST_8052,Regular,Europe,Paris,Books,Cookbook,20.13,6,120.8,0.1,12.08,108.72,Phone,Digital Wallet,2022,4,2
2022-08-04,CUST_7200,VIP,North America,Chicago,Electronics,Tablet,712.96,1,712.96,0.05,35.65,745.05,Phone,Debit Card,2022,8,3
2024-10-25,CUST_5174,Regular,Australia,Adelaide,Automotive,Electronics,344.66,6,2067.93,0.1,206.79,1861.14,Online,Debit Card,2024,10,4
2024-01-08,CUST_4760,Budget,Australia,Adelaide,Clothing,Jacket,66.55,3,199.66,0.1,19.97,179.69,Mobile App,Cash,2024,1,1
2022-04-07,CUST_7472,Regular,North America,Vancouver,Sports,Tennis Racket,177.0,2,354.01,0.0,0.0,354.01,In-Store,Cash,2022,4,2
2024-08-18,CUST_5058,Regular,North America,Los Angeles,Automotive,Electronics,544.56,8,4356.51,0.1,435.65,4312.94,Online,Credit Card,2024,8,3
2022-11-20,CUST_3955,Regular,North America,Toronto,Home & Garden,Furniture,93.11,6,558.66,0.1,55.87,653.63,Online,Credit Card,2022,11,4
2022-11-10,CUST_4970,Regular,North America,Chicago,Sports,Gym Equipment,88.39,4,353.55,0.1,35.35,413.65,Phone,Debit Card,2022,11,4
2022-05-17,CUST_5004,Regular,Europe,London,Books,Fiction,29.4,4,117.61,0.1,11.76,105.84,Online,Bank Transfer,2022,5,2
2024-05-23,CUST_1297,Regular,North America,New York,Toys,Action Figures,69.79,10,697.94,0.1,69.79,628.15,In-Store,Credit Card,2024,5,2
2024-07-23,CUST_2723,Premium,Australia,Adelaide,Toys,Puzzles,30.94,1,30.94,0.0,0.0,34.03,Online,Digital Wallet,2024,7,3
2024-02-10,CUST_4583,Budget,Europe,Berlin,Beauty,Makeup,60.55,9,544.92,0.1,54.49,490.43,Phone,Credit Card,2024,2,1
2024-02-03,CUST_2860,Budget,Asia,Hong Kong,Clothing,Dress,68.86,3,206.57,0.1,20.66,185.91,Phone,Credit Card,2024,2,1
2024-07-15,CUST_1872,Regular,Australia,Melbourne,Electronics,Smartphone,1831.0,6,10986.03,0.1,1098.6,10876.17,Online,Bank Transfer,2024,7,3
2023-05-02,CUST_3748,Premium,Europe,Berlin,Electronics,Camera,782.55,2,1565.09,0.0,0.0,1565.09,Online,Digital Wallet,2023,5,2
2022-01-26,CUST_4824,Budget,Europe,Paris,Electronics,Tablet,1019.35,15,15290.2,0.1,1529.02,13761.18,In-Store,Cash,2022,1,1
2023-01-18,CUST_3687,Regular,Europe,Berlin,Toys,Educational Toys,72.44,2,144.89,0.0,0.0,144.89,Online,Debit Card,2023,1,1
2022-08-17,CUST_9669,Budget,Australia,Adelaide,Clothing,Shoes,105.42,6,632.51,0.1,63.25,626.19,In-Store,Debit Card,2022,8,3
2024-03-02,CUST_2850,VIP,North America,New York,Toys,Board Games,111.35,1,111.35,0.05,5.57,105.78,Phone,Digital Wallet,2024,3,1
2024-04-22,CUST_9309,Budget,North America,Los Angeles,Home & Garden,Decor,65.19,6,391.16,0.1,39.12,352.04,Phone,Cash,2024,4,2
2022-12-13,CUST_5896,Regular,Europe,London,Automotive,Maintenance,254.0,10,2540.05,0.1,254.0,2971.86,Online,Digital Wallet,2022,12,4
2023-11-24,CUST_9550,Budget,Asia,Tokyo,Sports,Basketball,170.68,3,512.03,0.1,51.2,599.08,Mobile App,Credit Card,2023,11,4
2022-05-05,CUST_9221,Budget,Australia,Brisbane,Beauty,Skincare,10.75,9,96.74,0.1,9.67,87.06,Mobile App,Debit Card,2022,5,2
2023-08-20,CUST_5104,Regular,Australia,Sydney,Automotive,Maintenance,803.5,10,8035.02,0.1,803.5,7954.67,Phone,Digital Wallet,2023,8,3
2024-10-04,CUST_7434,Regular,North America,Vancouver,Electronics,Smartwatch,1993.14,8,15945.12,0.1,1594.51,14350.61,Mobile App,Cash,2024,10,4
2022-03-24,CUST_2379,Budget,Europe,Berlin,Beauty,Bath Products,78.34,3,235.02,0.1,23.5,211.52,Phone,Debit Card,2022,3,1
2024-06-23,CUST_1422,Regular,Australia,Melbourne,Home & Garden,Lighting,296.82,10,2968.24,0.1,296.82,2938.56,Online,Bank Transfer,2024,6,2
2023-04-29,CUST_4166,Premium,Asia,Tokyo,Home & Garden,Furniture,582.2,1,582.2,0.0,0.0,582.2,Mobile App,Credit Card,2023,4,2
2024-05-24,CUST_5961,Premium,North America,New York,Sports,Running Shoes,192.37,2,384.74,0.0,0.0,384.74,Online,Digital Wallet,2024,5,2
2023-10-07,CUST_8551,VIP,Australia,Brisbane,Clothing,T-Shirt,328.71,1,328.71,0.05,16.44,312.27,Online,Digital Wallet,2023,10,4
2023-07-11,CUST_3679,VIP,Australia,Adelaide,Beauty,Perfume,287.07,1,287.07,0.05,14.35,299.99,Mobile App,Credit Card,2023,7,3
2024-07-06,CUST_9539,Premium,Asia,Bangkok,Electronics,Tablet,2838.09,5,14190.45,0.1,1419.05,14048.55,Online,Bank Transfer,2024,7,3
2022-05-08,CUST_8614,VIP,Asia,Seoul,Clothing,T-Shirt,219.95,4,879.78,0.15,131.97,747.81,Phone,Digital Wallet,2022,5,2
2022-05-26,CUST_8928,VIP,Asia,Bangkok,Beauty,Makeup,229.2,1,229.2,0.05,11.46,217.74,Online,Bank Transfer,2022,5,2
2022-11-10,CUST_8646,Budget,Australia,Brisbane,Clothing,Shoes,23.46,12,281.55,0.1,28.16,329.42,Online,Debit Card,2022,11,4
2022-11-09,CUST_8407,Budget,North America,Chicago,Sports,Gym Equipment,201.92,9,1817.29,0.1,181.73,2126.22,In-Store,Digital Wallet,2022,11,4
2024-07-31,CUST_3991,Premium,Europe,Paris,Home & Garden,Garden Tools,491.66,3,1474.97,0.1,147.5,1460.22,Mobile App,Bank Transfer,2024,7,3
2024-08-29,CUST_4115,VIP,Australia,Melbourne,Sports,Yoga Mat,576.95,5,2884.76,0.15,432.71,2697.25,In-Store,Cash,2024,8,3
2024-08-25,CUST_7941,Regular,Asia,Tokyo,Electronics,Smartphone,1235.59,8,9884.7,0.1,988.47,9785.85,In-Store,Bank Transfer,2024,8,3
2024-12-18,CUST_5070,Budget,Asia,Bangkok,Books,Cookbook,14.46,12,173.57,0.1,17.36,203.07,In-Store,Cash,2024,12,4
2024-03-15,CUST_7820,Premium,Europe,Rome,Beauty,Makeup,134.5,5,672.49,0.1,67.25,605.24,Phone,Digital Wallet,2024,3,1
2022-12-07,CUST_1048,Regular,Europe,Berlin,Home & Garden,Lighting,423.7,6,2542.18,0.1,254.22,2974.35,Phone,Debit Card,2022,12,4
2022-04-26,CUST_2911,Regular,Australia,Melbourne,Clothing,Shoes,68.63,2,137.26,0.0,0.0,137.26,Mobile App,Debit Card,2022,4,2
2022-07-08,CUST_4469,Budget,Europe,Berlin,Beauty,Perfume,27.23,12,326.78,0.1,32.68,323.51,Phone,Debit Card,2022,7,3
2024-12-17,CUST_5520,Budget,Europe,Paris,Automotive,Accessories,359.4,9,3234.63,0.1,323.46,3784.52,Mobile App,Cash,2024,12,4
2024-01-14,CUST_2377,Budget,Asia,Singapore,Clothing,Sweater,123.78,6,742.67,0.1,74.27,668.41,Online,Credit Card,2024,1,1
2024-08-14,CUST_3731,Budget,Asia,Seoul,Beauty,Haircare,55.68,9,501.08,0.1,50.11,496.07,Online,Bank Transfer,2024,8,3
2024-12-24,CUST_2222,Regular,Asia,Hong Kong,Books,Non-Fiction,30.23,6,181.36,0.1,18.14,212.19,In-Store,Bank Transfer,2024,12,4
2022-08-16,CUST_5723,Regular,Asia,Hong Kong,Clothing,Shoes,182.37,8,1458.99,0.1,145.9,1444.4,In-Store,Bank Transfer,2022,8,3
2024-10-23,CUST_9655,Regular,Asia,Hong Kong,Toys,Action Figures,45.86,10,458.57,0.1,45.86,412.71,Phone,Cash,2024,10,4
2022-08-31,CUST_5277,VIP,North America,New York,Beauty,Makeup,115.34,1,115.34,0.05,5.77,120.53,Mobile App,Credit Card,2022,8,3
2024-12-19,CUST_1798,Regular,Australia,Adelaide,Sports,Yoga Mat,277.7,4,1110.79,0.1,111.08,1299.63,Mobile App,Digital Wallet,2024,12,4
2022-12-18,CUST_3298,Premium,Europe,London,Books,Educational,58.45,1,58.45,0.0,0.0,75.99,Mobile App,Digital Wallet,2022,12,4
2023-09-07,CUST_2163,Budget,Australia,Melbourne,Sports,Running Shoes,59.86,3,179.57,0.1,17.96,161.61,Mobile App,Digital Wallet,2023,9,3
2022-01-28,CUST_7770,Premium,Australia,Sydney,Automotive,Maintenance,659.79,5,3298.93,0.1,329.89,2969.04,In-Store,Digital Wallet,2022,1,1
2023-09-26,CUST_7320,VIP,North America,Vancouver,Clothing,Jeans,255.18,1,255.18,0.05,12.76,242.42,Mobile App,Credit Card,2023,9,3
2024-05-19,CUST_2760,Budget,Australia,Sydney,Clothing,Dress,87.24,3,261.73,0.1,26.17,235.56,In-Store,Cash,2024,5,2
2022-01-05,CUST_1863,Premium,North America,Toronto,Home & Garden,Kitchen Appliances,76.11,3,228.34,0.1,22.83,205.5,In-Store,Digital Wallet,2022,1,1
2022-12-05,CUST_7407,Premium,Europe,Paris,Automotive,Electronics,1399.43,1,1399.43,0.0,0.0,1819.26,Online,Cash,2022,12,4
2023-08-28,CUST_8416,VIP,North America,Toronto,Home & Garden,Garden Tools,786.57,5,3932.87,0.15,589.93,3677.23,Mobile App,Debit Card,2023,8,3
2022-03-08,CUST_3235,Premium,North America,Chicago,Electronics,Smartwatch,1051.31,3,3153.94,0.1,315.39,2838.55,Mobile App,Digital Wallet,2022,3,1
2022-01-29,CUST_7932,Regular,Australia,Melbourne,Toys,Action Figures,76.44,10,764.45,0.1,76.44,688.0,Online,Cash,2022,1,1
2024-01-25,CUST_8709,Budget,Asia,Bangkok,Home & Garden,Decor,178.94,9,1610.47,0.1,161.05,1449.43,Phone,Debit Card,2024,1,1
2024-09-30,CUST_8687,Budget,Europe,London,Home & Garden,Decor,134.03,12,1608.4,0.1,160.84,1447.56,In-Store,Digital Wallet,2024,9,3
2024-06-27,CUST_4578,Premium,Australia,Brisbane,Automotive,Car Parts,204.49,5,1022.44,0.1,102.24,1012.21,Mobile App,Bank Transfer,2024,6,2
2022-07-31,CUST_8104,Premium,Asia,Singapore,Beauty,Skincare,219.99,3,659.96,0.1,66.0,653.36,Online,Debit Card,2022,7,3
2024-12-22,CUST_7867,VIP,Australia,Adelaide,Beauty,Bath Products,144.89,1,144.89,0.05,7.24,178.94,In-Store,Cash,2024,12,4
2023-09-22,CUST_2426,Budget,North America,Toronto,Toys,Educational Toys,61.33,6,368.01,0.1,36.8,331.21,Online,Credit Card,2023,9,3
2024-10-21,CUST_2700,Regular,Australia,Melbourne,Books,Non-Fiction,25.19,6,151.13,0.1,15.11,136.01,Online,Debit Card,2024,10,4
2023-07-23,CUST_4836,Budget,Asia,Tokyo,Beauty,Bath Products,103.36,15,1550.43,0.1,155.04,1534.93,Mobile App,Digital Wallet,2023,7,3
2024-02-04,CUST_6420,Regular,Europe,Berlin,Sports,Yoga Mat,157.07,8,1256.56,0.1,125.66,1130.9,Online,Digital Wallet,2024,2,1
2024-05-04,CUST_6777,VIP,Australia,Melbourne,Beauty,Haircare,266.38,3,799.14,0.15,119.87,679.27,In-Store,Cash,2024,5,2
2022-06-05,CUST_1841,Budget,Asia,Bangkok,Home & Garden,Kitchen Appliances,167.08,15,2506.23,0.1,250.62,2481.17,Online,Digital Wallet,2022,6,2
2023-10-27,CUST_8014,Regular,Australia,Adelaide,Home & Garden,Kitchen Appliances,329.52,10,3295.25,0.1,329.52,2965.72,Mobile App,Debit Card,2023,10,4
2023-03-05,CUST_9470,Premium,Asia,Bangkok,Automotive,Maintenance,341.98,2,683.96,0.0,0.0,683.96,Mobile App,Cash,2023,3,1
2022-03-19,CUST_2345,Budget,North America,Vancouver,Toys,Board Games,56.54,9,508.84,0.1,50.88,457.96,In-Store,Cash,2022,3,1
2022-10-21,CUST_6582,Budget,Asia,Hong Kong,Automotive,Electronics,209.47,15,3142.0,0.1,314.2,2827.8,Online,Debit Card,2022,10,4
2024-09-14,CUST_3143,Budget,Asia,Singapore,Automotive,Accessories,332.86,9,2995.7,0.1,299.57,2696.13,Phone,Debit Card,2024,9,3
2022-02-14,CUST_4350,Premium,Asia,Singapore,Books,Fiction,38.87,2,77.74,0.0,0.0,77.74,Mobile App,Digital Wallet,2022,2,1
2022-06-06,CUST_9540,VIP,Australia,Adelaide,Clothing,Jacket,107.99,2,215.98,0.05,10.8,225.69,In-Store,Digital Wallet,2022,6,2
2023-12-17,CUST_2080,Premium,North America,Chicago,Sports,Tennis Racket,333.32,5,1666.59,0.1,166.66,1949.92,Phone,Credit Card,2023,12,4
2024-02-27,CUST_5782,Premium,Europe,Paris,Electronics,Smartphone,1662.43,3,4987.29,0.1,498.73,4488.56,Mobile App,Credit Card,2024,2,1
2024-12-19,CUST_4263,Premium,Australia,Perth,Books,Non-Fiction,54.9,1,54.9,0.0,0.0,71.37,Online,Debit Card,2024,12,4
2024-08-23,CUST_8954,Premium,Europe,London,Electronics,Smartwatch,1866.95,4,7467.8,0.1,746.78,7393.12,Phone,Digital Wallet,2024,8,3
2024-07-26,CUST_7184,Budget,Europe,Madrid,Toys,Educational Toys,56.85,12,682.24,0.1,68.22,675.42,Mobile App,Cash,2024,7,3
2023-12-15,CUST_2815,Budget,North America,Los Angeles,Books,Educational,32.19,15,482.8,0.1,48.28,564.87,Mobile App,Cash,2023,12,4
2023-02-18,CUST_6163,Regular,North America,New York,Beauty,Skincare,66.55,4,266.18,0.1,26.62,239.56,Mobile App,Debit Card,2023,2,1
2023-04-27,CUST_4371,Regular,Europe,Paris,Electronics,Camera,539.47,2,1078.93,0.0,0.0,1078.93,Mobile App,Credit Card,2023,4,2
2023-09-30,CUST_1284,Premium,North America,Toronto,Beauty,Haircare,51.51,3,154.53,0.1,15.45,139.08,Phone,Debit Card,2023,9,3
2024-05-15,CUST_5865,Premium,Australia,Brisbane,Electronics,Headphones,1163.53,1,1163.53,0.0,0.0,1163.53,Mobile App,Bank Transfer,2024,5,2
2024-09-04,CUST_5177,Budget,North America,Toronto,Automotive,Accessories,424.37,6,2546.2,0.1,254.62,2291.58,In-Store,Digital Wallet,2024,9,3
2024-07-17,CUST_6360,Budget,Europe,Rome,Sports,Basketball,31.15,15,467.18,0.1,46.72,462.51,Phone,Debit Card,2024,7,3
2023-12-08,CUST_8437,Budget,Europe,Paris,Home & Garden,Furniture,194.78,6,1168.7,0.1,116.87,1367.38,Phone,Credit Card,2023,12,4
2022-11-26,CUST_2386,Budget,Europe,Rome,Beauty,Bath Products,60.65,15,909.8,0.1,90.98,1064.46,Mobile App,Bank Transfer,2022,11,4
2024-01-04,CUST_5526,Premium,Asia,Bangkok,Clothing,Shoes,232.27,5,1161.34,0.1,116.13,1045.21,Mobile App,Digital Wallet,2024,1,1
2023-08-24,CUST_1096,Regular,Asia,Seoul,Books,Cookbook,19.53,10,195.3,0.1,19.53,193.35,Online,Cash,2023,8,3
2022-05-29,CUST_6410,VIP,Asia,Singapore,Beauty,Makeup,163.79,3,491.37,0.15,73.71,417.66,Mobile App,Digital Wallet,2022,5,2
2022-01-20,CUST_5935,Budget,Australia,Perth,Clothing,Jacket,110.33,3,330.98,0.1,33.1,297.88,Phone,Digital Wallet,2022,1,1
2022-03-31,CUST_9249,Budget,Australia,Melbourne,Sports,Running Shoes,191.8,6,1150.79,0.1,115.08,1035.71,Online,Credit Card,2022,3,1
2023-09-27,CUST_1702,VIP,Australia,Sydney,Clothing,Shoes,126.87,4,507.49,0.15,76.12,431.37,In-Store,Credit Card,2023,9,3
2024-04-27,CUST_2438,VIP,Asia,Tokyo,Clothing,Jeans,251.47,2,502.93,0.05,25.15,477.79,Phone,Cash,2024,4,2
2023-12-18,CUST_9238,Budget,Europe,Madrid,Toys,Puzzles,30.16,6,180.96,0.1,18.1,211.73,In-Store,Debit Card,2023,12,4
2024-03-29,CUST_7410,Budget,Asia,Tokyo,Toys,Outdoor Toys,52.08,12,625.0,0.1,62.5,562.5,Online,Cash,2024,3,1
2024-01-05,CUST_7903,VIP,Asia,Seoul,Toys,Board Games,148.37,1,148.37,0.05,7.42,140.96,Phone,Bank Transfer,2024,1,1
2023-09-10,CUST_1231,Regular,Europe,Madrid,Electronics,Camera,898.42,8,7187.34,0.1,718.73,6468.6,Mobile App,Bank Transfer,2023,9,3
2024-01-29,CUST_6475,Premium,Australia,Sydney,Beauty,Skincare,66.86,5,334.32,0.1,33.43,300.89,Phone,Debit Card,2024,1,1
2023-01-19,CUST_7620,Regular,Asia,Tokyo,Home & Garden,Garden Tools,217.94,10,2179.37,0.1,217.94,1961.43,Online,Bank Transfer,2023,1,1
2022-09-21,CUST_7354,VIP,Australia,Adelaide,Clothing,Jeans,344.44,3,1033.32,0.15,155.0,878.32,Phone,Bank Transfer,2022,9,3
2023-09-15,CUST_1957,Premium,Australia,Melbourne,Toys,Outdoor Toys,98.6,2,197.2,0.0,0.0,197.2,Mobile App,Debit Card,2023,9,3
2024-10-10,CUST_2287,Regular,Europe,Madrid,Electronics,Tablet,524.78,6,3148.65,0.1,314.87,2833.79,Phone,Cash,2024,10,4
2022-09-30,CUST_1163,VIP,North America,Los Angeles,Sports,Basketball,212.05,5,1060.23,0.15,159.03,901.2,Online,Digital Wallet,2022,9,3
2024-03-10,CUST_9587,VIP,North America,Vancouver,Sports,Basketball,191.61,1,191.61,0.05,9.58,182.03,Mobile App,Cash,2024,3,1
2023-04-09,CUST_4089,Regular,Australia,Melbourne,Automotive,Car Parts,273.38,8,2187.07,0.1,218.71,1968.36,Mobile App,Digital Wallet,2023,4,2
2024-08-21,CUST_3723,Budget,Australia,Perth,Sports,Yoga Mat,95.01,9,855.1,0.1,85.51,846.55,Mobile App,Credit Card,2024,8,3
2022-01-04,CUST_4571,Regular,North America,Los Angeles,Books,Fiction,28.75,2,57.5,0.0,0.0,57.5,In-Store,Cash,2022,1,1
2024-12-08,CUST_3086,Regular,Asia,Hong Kong,Home & Garden,Lighting,386.67,6,2320.0,0.1,232.0,2714.4,In-Store,Cash,2024,12,4
2024-04-26,CUST_1054,Regular,Europe,London,Clothing,T-Shirt,170.26,10,1702.65,0.1,170.26,1532.38,Phone,Bank Transfer,2024,4,2
2023-11-06,CUST_2687,Budget,North America,Vancouver,Automotive,Accessories,195.92,3,587.76,0.1,58.78,687.67,Online,Debit Card,2023,11,4
2024-10-26,CUST_7411,Premium,Australia,Adelaide,Clothing,Shoes,248.58,2,497.15,0.0,0.0,497.15,Phone,Digital Wallet,2024,10,4
2024-03-16,CUST_3594,Regular,Asia,Hong Kong,Sports,Running Shoes,166.92,4,667.69,0.1,66.77,600.92,Phone,Cash,2024,3,1
2024-11-21,CUST_1806,Regular,North America,Los Angeles,Books,Educational,49.09,8,392.7,0.1,39.27,459.46,In-Store,Bank Transfer,2024,11,4
2023-07-24,CUST_2763,Regular,Australia,Brisbane,Electronics,Smartphone,821.07,4,3284.26,0.1,328.43,3251.42,In-Store,Debit Card,2023,7,3
2023-05-29,CUST_6608,VIP,Australia,Brisbane,Beauty,Makeup,151.94,1,151.94,0.05,7.6,144.34,Online,Debit Card,2023,5,2
2022-04-22,CUST_3061,Premium,Australia,Adelaide,Beauty,Perfume,114.86,1,114.86,0.0,0.0,114.86,Phone,Cash,2022,4,2
2022-11-07,CUST_9279,Premium,Asia,Bangkok,Books,Biography,45.03,2,90.06,0.0,0.0,117.08,In-Store,Bank Transfer,2022,11,4
2024-10-26,CUST_8237,Premium,North America,Chicago,Home & Garden,Furniture,261.66,4,1046.65,0.1,104.67,941.99,Phone,Digital Wallet,2024,10,4
2023-07-04,CUST_7781,VIP,Australia,Sydney,Clothing,Jeans,348.56,4,1394.25,0.15,209.14,1303.62,Mobile App,Debit Card,2023,7,3
2024-11-06,CUST_1388,Budget,Australia,Sydney,Home & Garden,Kitchen Appliances,241.81,15,3627.19,0.1,362.72,4243.82,In-Store,Bank Transfer,2024,11,4
2023-09-17,CUST_8504,Budget,Asia,Singapore,Books,Biography,27.73,9,249.57,0.1,24.96,224.61,Phone,Digital Wallet,2023,9,3
2024-03-20,CUST_1269,VIP,Europe,Rome,Clothing,Sweater,163.57,3,490.72,0.15,73.61,417.11,Online,Bank Transfer,2024,3,1
2022-07-05,CUST_4412,VIP,Asia,Hong Kong,Beauty,Bath Products,169.2,2,338.41,0.05,16.92,353.64,Mobile App,Bank Transfer,2022,7,3
2023-01-21,CUST_1502,Budget,North America,Vancouver,Automotive,Car Parts,124.79,12,1497.42,0.1,149.74,1347.68,Phone,Digital Wallet,2023,1,1
2022-08-06,CUST_3225,VIP,Australia,Sydney,Beauty,Makeup,174.43,4,697.7,0.15,104.66,652.35,Online,Debit Card,2022,8,3
2022-03-01,CUST_7994,Regular,North America,New York,Sports,Tennis Racket,33.08,10,330.8,0.1,33.08,297.72,Phone,Digital Wallet,2022,3,1
2024-05-27,CUST_5837,Regular,Europe,London,Sports,Running Shoes,204.65,4,818.62,0.1,81.86,736.76,Mobile App,Bank Transfer,2024,5,2
2023-04-04,CUST_1041,Premium,Australia,Perth,Automotive,Tools,771.0,1,771.0,0.0,0.0,771.0,Mobile App,Digital Wallet,2023,4,2
2023-10-30,CUST_6204,VIP,Europe,Rome,Toys,Puzzles,118.26,1,118.26,0.05,5.91,112.35,Mobile App,Digital Wallet,2023,10,4
2024-07-11,CUST_1092,VIP,Europe,London,Sports,Gym Equipment,195.68,5,978.4,0.15,146.76,914.8,Mobile App,Cash,2024,7,3
2024-05-21,CUST_3635,VIP,North America,Chicago,Toys,Action Figures,125.41,1,125.41,0.05,6.27,119.14,Mobile App,Debit Card,2024,5,2
2022-07-13,CUST_9115,VIP,Europe,Madrid,Home & Garden,Decor,215.0,3,645.01,0.15,96.75,603.08,Online,Credit Card,2022,7,3
2023-11-03,CUST_8648,Budget,North America,New York,Electronics,Tablet,626.49,9,5638.44,0.1,563.84,6596.97,Online,Credit Card,2023,11,4
2022-02-22,CUST_6246,VIP,North America,New York,Clothing,Jacket,115.47,5,577.34,0.15,86.6,490.74,Mobile App,Digital Wallet,2022,2,1
2024-06-22,CUST_4800,Regular,Australia,Brisbane,Sports,Yoga Mat,258.03,10,2580.28,0.1,258.03,2554.48,Online,Bank Transfer,2024,6,2
2023-07-20,CUST_9156,Budget,North America,Vancouver,Clothing,Jeans,133.24,12,1598.83,0.1,159.88,1582.84,Online,Bank Transfer,2023,7,3
2023-03-25,CUST_5147,Budget,Europe,London,Home & Garden,Furniture,127.54,15,1913.17,0.1,191.32,1721.85,In-Store,Cash,2023,3,1
2022-05-19,CUST_5813,Budget,North America,Los Angeles,Clothing,T-Shirt,89.75,3,269.24,0.1,26.92,242.32,In-Store,Bank Transfer,2022,5,2
2023-08-02,CUST_1595,VIP,Asia,Bangkok,Clothing,Jeans,263.72,5,1318.61,0.15,197.79,1232.9,In-Store,Debit Card,2023,8,3
2023-05-21,CUST_3708,VIP,Australia,Perth,Toys,Educational Toys,45.8,4,183.22,0.15,27.48,155.73,Mobile App,Credit Card,2023,5,2
2023-02-18,CUST_8555,VIP,Europe,Rome,Books,Fiction,64.01,5,320.05,0.15,48.01,272.04,Mobile App,Cash,2023,2,1
2023-02-03,CUST_4350,Regular,North America,Vancouver,Electronics,Camera,933.44,4,3733.76,0.1,373.38,3360.39,Phone,Credit Card,2023,2,1
